page	name	url	organisations
request-forms-for-service-personnel-details-royal-navy-royal-marines	Request forms for Service personnel details: Royal Navy/Royal Marines	https://www.gov.uk/government/publications/request-forms-for-service-personnel-details-royal-navy-royal-marines	government-organisation:D17
register-particulars-of-an-instrument-alteration-to-floating-charge-created-by-company-registered-in-scotland-466	Register particulars of an instrument: alteration to floating charge created by company registered in Scotland (466)	https://www.gov.uk/government/publications/register-particulars-of-an-instrument-alteration-to-floating-charge-created-by-company-registered-in-scotland-466	government-organisation:EA26
bovine-and-boar-semen-collection-and-breeding-licence-application	Bovine and boar semen collection and breeding: licence application	https://www.gov.uk/government/publications/bovine-and-boar-semen-collection-and-breeding-licence-application	government-organisation:EA1079
object-to-a-request-to-rectify-the-register-rp03	Object to a request to rectify the register (RP03)	https://www.gov.uk/government/publications/object-to-a-request-to-rectify-the-register-rp03	government-organisation:EA26
ipcc-call-for-experts-to-produce-the-special-report-on-global-warming-of-15c	IPCC call for experts to produce the Special Report on Global Warming of 1.5°C	https://www.gov.uk/government/publications/ipcc-call-for-experts-to-produce-the-special-report-on-global-warming-of-15c	government-organisation:D1198
countryside-stewardship-runoff-and-soil-erosion-risk-assessment	Countryside Stewardship: runoff and soil erosion risk assessment	https://www.gov.uk/government/publications/countryside-stewardship-runoff-and-soil-erosion-risk-assessment	government-organisation:D7;government-organisation:D85;government-organisation:EA58;government-organisation:PB202
vat-new-motorised-land-vehicle-purchase-by-ec-vat-registered-enterprises-only-vat411a	VAT: new motorised land vehicle purchase by EC VAT registered enterprises only (VAT411A)	https://www.gov.uk/government/publications/vat-new-motorised-land-vehicle-purchase-by-ec-vat-registered-enterprises-only-vat411a	government-organisation:D25
range-safety-inspection-mod-forms	Range safety inspection: MOD forms	https://www.gov.uk/government/publications/range-safety-inspection-mod-forms	government-organisation:D17
get-a-copy-of-a-finding-of-fact-of-child-abuse	Get a copy of a finding of fact of child abuse	https://www.gov.uk/government/publications/get-a-copy-of-a-finding-of-fact-of-child-abuse	government-organisation:EA556
certify-voluntary-translation-of-an-original-document-vt01	Certify voluntary translation of an original document (VT01)	https://www.gov.uk/government/publications/certify-voluntary-translation-of-an-original-document-vt01	government-organisation:EA26
give-notice-of-the-extension-of-period-of-administration-am19	Give notice of the extension of period of administration (AM19)	https://www.gov.uk/government/publications/give-notice-of-the-extension-of-period-of-administration-am19	government-organisation:EA26
pension-schemes-repayments-third-party-authority-apss-146a	Pension schemes: repayments - third party authority (APSS 146A)	https://www.gov.uk/government/publications/pension-schemes-repayments-third-party-authority-apss-146a	government-organisation:D25
ordinary-statutory-paternity-pay-and-leave-adopting-a-child-from-abroad-sc5	Statutory Paternity Pay and leave: adopting a child from abroad (SC5)	https://www.gov.uk/government/publications/ordinary-statutory-paternity-pay-and-leave-adopting-a-child-from-abroad-sc5	government-organisation:D25
vosa-pre-funded-customer-account-application-form	Vehicle testing pre-funded customer account application form	https://www.gov.uk/government/publications/vosa-pre-funded-customer-account-application-form	government-organisation:EA570
hepatitis-a-oral-fluid-testing-for-household-contacts	Hepatitis A: oral fluid testing for household contacts	https://www.gov.uk/government/publications/hepatitis-a-oral-fluid-testing-for-household-contacts	government-organisation:EA480
merchant-navy-medal-for-meritorious-service-nomination-form	Merchant Navy Medal for Meritorious Service: nomination form	https://www.gov.uk/government/publications/merchant-navy-medal-for-meritorious-service-nomination-form	government-organisation:D9;government-organisation:EA78
sfa-exceptional-learning-support-cost-form	Exceptional learning support - cost form	https://www.gov.uk/government/publications/sfa-exceptional-learning-support-cost-form	government-organisation:EA86;government-organisation:EO1216
nmrl-fastrack-request-form	NMRS fastrack request form	https://www.gov.uk/government/publications/nmrl-fastrack-request-form	government-organisation:EA480
report-a-wreck-or-salvage-form-msf-6200	Report a wreck or salvage form (MSF 6200)	https://www.gov.uk/government/publications/report-a-wreck-or-salvage-form-msf-6200	government-organisation:EA78
exemption-application-form-msf-1010	Exemption application form (MSF 1010)	https://www.gov.uk/government/publications/exemption-application-form-msf-1010	government-organisation:EA78
dna-early-deletion-guidance-and-application-form	Record deletion guidance and application form	https://www.gov.uk/government/publications/dna-early-deletion-guidance-and-application-form	government-organisation:D16
international-tax-uk-switzerland-double-taxation-convention-form-switzerland-company	International tax: UK - Switzerland Double Taxation Convention (Form Switzerland-Company)(English German)	https://www.gov.uk/government/publications/international-tax-uk-switzerland-double-taxation-convention-form-switzerland-company	government-organisation:D25
change-situation-of-england-and-wales-or-welsh-company-ad05	Change situation of England and Wales or Welsh company (AD05)	https://www.gov.uk/government/publications/change-situation-of-england-and-wales-or-welsh-company-ad05	government-organisation:EA26
self-assessment-partnership-foreign-sa802	Self Assessment: Partnership Foreign (SA802)	https://www.gov.uk/government/publications/self-assessment-partnership-foreign-sa802	government-organisation:D25
air-passenger-duty-application-to-register-apd1	Air Passenger Duty: application to register (APD1)	https://www.gov.uk/government/publications/air-passenger-duty-application-to-register-apd1	government-organisation:D25
court-funds-payment-request-professional-deputies-only	Court funds: payment request (professional deputies only)	https://www.gov.uk/government/publications/court-funds-payment-request-professional-deputies-only	government-organisation:D18
show-alteration-to-constitutional-documents-of-overseas-company-os-cc01	Show alteration to constitutional documents of overseas company (OS CC01)	https://www.gov.uk/government/publications/show-alteration-to-constitutional-documents-of-overseas-company-os-cc01	government-organisation:EA26
insolvency-form-14-joint-bankruptcy-petition-against-individual-members	Insolvency: Form 14 - joint bankruptcy petition against individual members	https://www.gov.uk/government/publications/insolvency-form-14-joint-bankruptcy-petition-against-individual-members	government-organisation:EA32
blood-facility-compliance-report-template	Blood facility declaration form	https://www.gov.uk/government/publications/blood-facility-compliance-report-template	government-organisation:EA63
part-rsr-a-application-for-a-rsr-environmental-permit	Radioactive substances activity: application for an environmental permit Part RSR-A	https://www.gov.uk/government/publications/part-rsr-a-application-for-a-rsr-environmental-permit	government-organisation:EA199
bats-report-action-taken-under-a-volunteer-bat-roost-visitor-licence	Bats: report action taken under a volunteer bat roost visitor licence	https://www.gov.uk/government/publications/bats-report-action-taken-under-a-volunteer-bat-roost-visitor-licence	government-organisation:PB202
significant-occurrence-notifications-son-form	Significant occurrence notifications (SON) form	https://www.gov.uk/government/publications/significant-occurrence-notifications-son-form	government-organisation:D17;government-organisation:OT1071
parvovirus-b19-referral-form	Parvovirus B19 referral form	https://www.gov.uk/government/publications/parvovirus-b19-referral-form	government-organisation:EA480
indicative-application-document-for-method-2-users	Indicative Application Document for Container Weight Approval	https://www.gov.uk/government/publications/indicative-application-document-for-method-2-users	government-organisation:EA78
pertussis-enhanced-surveillance-form	Pertussis: enhanced surveillance form	https://www.gov.uk/government/publications/pertussis-enhanced-surveillance-form	government-organisation:EA480
corporation-tax-cross-border-royalties-ct600h-2015-version-3	Corporation Tax: cross-border royalties (CT600H (2015) Version 3)	https://www.gov.uk/government/publications/corporation-tax-cross-border-royalties-ct600h-2015-version-3	government-organisation:D25
psn-dns-change-forms	PSN DNS change forms	https://www.gov.uk/government/publications/psn-dns-change-forms	government-organisation:D2
environment-agency-international-visit-request-form	Environment Agency international visit request form	https://www.gov.uk/government/publications/environment-agency-international-visit-request-form	government-organisation:EA199
capital-payments-and-receipts-return	Capital payments and receipts return	https://www.gov.uk/government/publications/capital-payments-and-receipts-return	government-organisation:D4
import-and-export-permission-to-progress-custom-input-entry-certified-receipt-for-goods-loaded-requiring-cie-departure-message-post-shipment-c13	Import and export: permission to progress - custom input entry / certified receipt for goods loaded requiring CIE departure message post shipment (C130EX)	https://www.gov.uk/government/publications/import-and-export-permission-to-progress-custom-input-entry-certified-receipt-for-goods-loaded-requiring-cie-departure-message-post-shipment-c13	government-organisation:D25
hiv-reference-test-referral-form	HIV reference test referral form	https://www.gov.uk/government/publications/hiv-reference-test-referral-form	government-organisation:EA480
import-and-export-private-vessel-application-for-release-on-payment-of-customs-duty-and-vat-c384-vessels	Import and export: private vessel - application for release on payment of Customs Duty or VAT (C384 (Vessels))	https://www.gov.uk/government/publications/import-and-export-private-vessel-application-for-release-on-payment-of-customs-duty-and-vat-c384-vessels	government-organisation:D25
give-notice-of-the-liquidators-progress-report-468	Give notice of the liquidator's progress report (4.68)	https://www.gov.uk/government/publications/give-notice-of-the-liquidators-progress-report-468	government-organisation:EA26
general-quota-application	General quota application form: bilateral road haulage permits	https://www.gov.uk/government/publications/general-quota-application	government-organisation:EA570
application-to-join-civil-penalty-accreditation-scheme	Application to join civil penalty accreditation scheme	https://www.gov.uk/government/publications/application-to-join-civil-penalty-accreditation-scheme	government-organisation:OT554
climate-change-levy-example-return-ccl100	Climate Change Levy: example return (CCL100)	https://www.gov.uk/government/publications/climate-change-levy-example-return-ccl100	government-organisation:D25
lac1-committal-form-for-directed-crown-court-cases	LAC1: committal form for directed Crown Court cases	https://www.gov.uk/government/publications/lac1-committal-form-for-directed-crown-court-cases	government-organisation:EA556
give-notice-of-administrators-proposals-am03	Give notice of administrator's proposals (AM03)	https://www.gov.uk/government/publications/give-notice-of-administrators-proposals-am03	government-organisation:EA26
energy-technology-list-etl-new-technology-proposal-form	Energy Technology List (ETL) new technology proposal form	https://www.gov.uk/government/publications/energy-technology-list-etl-new-technology-proposal-form	government-organisation:D11
court-funds-declaration-of-nearest-of-kin	Court funds: declaration of nearest of kin	https://www.gov.uk/government/publications/court-funds-declaration-of-nearest-of-kin	government-organisation:D18
import-and-export-trade-request-for-chief-access-via-wex-channels-pa7	Import and export: trade request for CHIEF access via WEX channels (PA7)	https://www.gov.uk/government/publications/import-and-export-trade-request-for-chief-access-via-wex-channels-pa7	government-organisation:D25
bribery-and-corruption-assessment-template	Bribery and corruption assessment template	https://www.gov.uk/government/publications/bribery-and-corruption-assessment-template	government-organisation:D16
service-family-accomodation-disputed-charges	Service family accommodation: disputed charges	https://www.gov.uk/government/publications/service-family-accomodation-disputed-charges	government-organisation:D17;government-organisation:OT496
rule-1518-request-by-creditors-for-a-decision-company-winding-up	Rule 15.18 request by creditors for a decision (company winding-up)	https://www.gov.uk/government/publications/rule-1518-request-by-creditors-for-a-decision-company-winding-up	government-organisation:EA32
affidavitaffirmation-form-poland	Affidavit form - Poland	https://www.gov.uk/government/publications/affidavitaffirmation-form-poland	government-organisation:D13
redundancy-payments-template-for-setting-up-a-pre-appointment-case	Redundancy payments: Template for setting up a pre-appointment case	https://www.gov.uk/government/publications/redundancy-payments-template-for-setting-up-a-pre-appointment-case	government-organisation:EA32
import-and-export-international-maritime-organisation-crews-effects-declaration-c96	Import and export: International Maritime Organisation - crew's effects declaration (C96)	https://www.gov.uk/government/publications/import-and-export-international-maritime-organisation-crews-effects-declaration-c96	government-organisation:D25
hazardous-waste-example-part-a-of-your-consignment-note	Hazardous waste: example Part A of your consignment note	https://www.gov.uk/government/publications/hazardous-waste-example-part-a-of-your-consignment-note	government-organisation:EA199
ruddy-ducks-licence-to-kill-or-take-them	Ruddy ducks: licence to kill or take them	https://www.gov.uk/government/publications/ruddy-ducks-licence-to-kill-or-take-them	government-organisation:PB202
court-funds-request-for-deposit-trustee-payment	Court funds: request for deposit (trustee payment)	https://www.gov.uk/government/publications/court-funds-request-for-deposit-trustee-payment	government-organisation:D18
import-and-export-notice-of-arrival-c27	Import and export: notice of arrival (C27)	https://www.gov.uk/government/publications/import-and-export-notice-of-arrival-c27	government-organisation:D25
import-and-export-change-an-import-and-export-licence-declaration-c1700	Import and export: change an import and export licence declaration (C1700)	https://www.gov.uk/government/publications/import-and-export-change-an-import-and-export-licence-declaration-c1700	government-organisation:D25
initiation-of-proceedings-before-the-comptroller	Initiation of proceedings before the Comptroller	https://www.gov.uk/government/publications/initiation-of-proceedings-before-the-comptroller	government-organisation:EA34
severance-payments-at-nhs-foundation-trusts-approval-form	Severance payments at NHS foundation trusts: approval form	https://www.gov.uk/government/publications/severance-payments-at-nhs-foundation-trusts-approval-form	government-organisation:D15;government-organisation:PB255
wmp5-application-form-approved-authorised-treatment-facility-aatf	WMP5: Application form - approved authorised treatment facility (AATF)	https://www.gov.uk/government/publications/wmp5-application-form-approved-authorised-treatment-facility-aatf	government-organisation:EA199
closure-notice-for-persistently-selling-alcohol-to-children	Closure notice for persistently selling alcohol to children	https://www.gov.uk/government/publications/closure-notice-for-persistently-selling-alcohol-to-children	government-organisation:D16
wild-birds-apply-for-a-licence-to-disturb-them-for-science	Wild birds: apply for a licence to disturb them for science	https://www.gov.uk/government/publications/wild-birds-apply-for-a-licence-to-disturb-them-for-science	government-organisation:PB202
establishment-licence-standard-conditions	Establishment licence: standard conditions	https://www.gov.uk/government/publications/establishment-licence-standard-conditions	government-organisation:D16
give-notice-of-a-conditional-change-of-name-nm02	Give notice of a conditional change of name (NM02)	https://www.gov.uk/government/publications/give-notice-of-a-conditional-change-of-name-nm02	government-organisation:EA26
psv-speed-limiter-exemption-declaration-form	PSV speed limiter exemption declaration form	https://www.gov.uk/government/publications/psv-speed-limiter-exemption-declaration-form	government-organisation:EA570
affidavitaffirmation-of-marital-status-form-belgium	Affidavit/Affirmation of Marital Status - Belgium	https://www.gov.uk/government/publications/affidavitaffirmation-of-marital-status-form-belgium	government-organisation:D13
adoption-services-practice-and-improvement-fund	Adoption services: practice and improvement fund	https://www.gov.uk/government/publications/adoption-services-practice-and-improvement-fund	government-organisation:D6
request-to-terminate-a-cooling-off-period	Request to terminate a cooling off period	https://www.gov.uk/government/publications/request-to-terminate-a-cooling-off-period	government-organisation:EA34
establishment-licence-application-form	Establishment licence application form	https://www.gov.uk/government/publications/establishment-licence-application-form	government-organisation:D16
stability-risk-assessment-report-template	Stability risk assessment report template	https://www.gov.uk/government/publications/stability-risk-assessment-report-template	government-organisation:EA199
get-proof-of-a-visit-to-a-refuge-to-escape-domestic-violence	Get proof of a visit to a refuge to escape domestic violence	https://www.gov.uk/government/publications/get-proof-of-a-visit-to-a-refuge-to-escape-domestic-violence	government-organisation:EA556
pertussis-whooping-cough-oral-fluid-laboratory-request-form-and-instructions	Pertussis (whooping cough) oral fluid laboratory request form and instructions	https://www.gov.uk/government/publications/pertussis-whooping-cough-oral-fluid-laboratory-request-form-and-instructions	government-organisation:EA480
application-to-register-a-design-which-registration-was-deferred	Application to register a design which registration was deferred	https://www.gov.uk/government/publications/application-to-register-a-design-which-registration-was-deferred	government-organisation:EA34
certificate-of-competency-fishing-deckmsf-4345	Certificate of competency (fishing deck)(MSF 4345)	https://www.gov.uk/government/publications/certificate-of-competency-fishing-deckmsf-4345	government-organisation:EA78
application-for-fish-pass-approval	Fish pass approval: application	https://www.gov.uk/government/publications/application-for-fish-pass-approval	government-organisation:EA199
common-land-transfer-of-a-right-of-common-in-gross-ca6	Common land: transfer of a right of common in gross (CA6)	https://www.gov.uk/government/publications/common-land-transfer-of-a-right-of-common-in-gross-ca6	government-organisation:D7
election-petition-template	Election petition template	https://www.gov.uk/government/publications/election-petition-template	government-organisation:EA73
request-for-dvla-data	Request for DVLA data	https://www.gov.uk/government/publications/request-for-dvla-data	government-organisation:EA74
ncardrs-antenatal-data-collection	NCARDRS: antenatal data collection	https://www.gov.uk/government/publications/ncardrs-antenatal-data-collection	government-organisation:EA480
herpes-simplex-virus-and-hhv-8-referral-form	Herpes simplex virus and HHV-8 referral form	https://www.gov.uk/government/publications/herpes-simplex-virus-and-hhv-8-referral-form	government-organisation:EA480
welfare-of-animals-at-the-time-of-killing-licence-application	Welfare of Animals at the Time of Killing (WATOK): licence application	https://www.gov.uk/government/publications/welfare-of-animals-at-the-time-of-killing-licence-application	government-organisation:EA1079
form-of-affidavit-ireland	Form of Affidavit - Ireland	https://www.gov.uk/government/publications/form-of-affidavit-ireland	government-organisation:D13
application-to-record-partial-assignment-of-goods-andor-services	Application to record partial assignment of goods and/or services	https://www.gov.uk/government/publications/application-to-record-partial-assignment-of-goods-andor-services	government-organisation:EA34
confirmation-of-convention-country-priority-claim	Confirmation of convention country priority claim	https://www.gov.uk/government/publications/confirmation-of-convention-country-priority-claim	government-organisation:EA34
cease-to-act-as-administrative-receiver-receiver-or-manager-rm02	Cease to act as administrative receiver, receiver or manager (RM02)	https://www.gov.uk/government/publications/cease-to-act-as-administrative-receiver-receiver-or-manager-rm02	government-organisation:EA26
request-for-opinion-as-to-validity-or-infringement	Request for opinion as to validity or infringement	https://www.gov.uk/government/publications/request-for-opinion-as-to-validity-or-infringement	government-organisation:EA34
report-template-environmental-setting-and-site-design	Report template: Environmental setting and site design	https://www.gov.uk/government/publications/report-template-environmental-setting-and-site-design	government-organisation:EA199
approved-tb-isolation-unit-application	Approved TB isolation unit: application	https://www.gov.uk/government/publications/approved-tb-isolation-unit-application	government-organisation:EA1079
publishing-contact-details-for-childcare-providers-on-domestic-premises-on-the-ofsted-website-consent-form-and-qa	Publishing childcare provider details on the Ofsted inspection reports website	https://www.gov.uk/government/publications/publishing-contact-details-for-childcare-providers-on-domestic-premises-on-the-ofsted-website-consent-form-and-qa	government-organisation:D106
river-thames-lock-site-mooring-application-form	River Thames: lock site mooring application form	https://www.gov.uk/government/publications/river-thames-lock-site-mooring-application-form	government-organisation:EA199
coal-mining-subsidence-damage-notice-form	Coal mining subsidence damage notice form	https://www.gov.uk/government/publications/coal-mining-subsidence-damage-notice-form	government-organisation:PB195
motorcycle-training-incident-report-form	Motorcycle training incident report form	https://www.gov.uk/government/publications/motorcycle-training-incident-report-form	government-organisation:EA570
high-hedge-appeal-against-the-councils-decision-on-a-high-hedge	High hedge appeal form	https://www.gov.uk/government/publications/high-hedge-appeal-against-the-councils-decision-on-a-high-hedge	government-organisation:EA39
apply-to-attend-the-direct-access-scheme-instructor-assessment	Apply to attend the direct access scheme instructor assessment	https://www.gov.uk/government/publications/apply-to-attend-the-direct-access-scheme-instructor-assessment	government-organisation:EA570
civ-means-4-client-under-16-years-old	CIV MEANS 4: client under 16 years old	https://www.gov.uk/government/publications/civ-means-4-client-under-16-years-old	government-organisation:EA556
endangered-species-declaration-of-a-gift-or-loan	Endangered species: declaration of a gift or loan	https://www.gov.uk/government/publications/endangered-species-declaration-of-a-gift-or-loan	government-organisation:EA1079
in-year-variation-for-admissions	In-year variation for admissions	https://www.gov.uk/government/publications/in-year-variation-for-admissions	government-organisation:OT1027
convert-a-societas-europaea-to-a-public-limited-company-se-cv01	Convert a Societas Europaea to a public limited company (SE CV01)	https://www.gov.uk/government/publications/convert-a-societas-europaea-to-a-public-limited-company-se-cv01	government-organisation:EA26
request-to-pay-by-credit-card-clc-msf-5187	Request to pay by credit card (CLC) (MSF 5187)	https://www.gov.uk/government/publications/request-to-pay-by-credit-card-clc-msf-5187	government-organisation:EA78
evidence-project-final-report	Evidence project final report	https://www.gov.uk/government/publications/evidence-project-final-report	government-organisation:D7
request-for-an-extension-to-the-cooling-off-period	Request for an extension to the cooling off period	https://www.gov.uk/government/publications/request-for-an-extension-to-the-cooling-off-period	government-organisation:EA34
black-headed-gulls-licence-to-take-or-sell-their-eggs	Black headed gulls: licence to take or sell their eggs (A23)	https://www.gov.uk/government/publications/black-headed-gulls-licence-to-take-or-sell-their-eggs	government-organisation:D7;government-organisation:PB202
import-and-export-common-agricultural-policy-export-customs-input-of-entry-control-c88-cap-cie	Import and export: Common Agricultural Policy export Customs Input of Entry control (C88 (CAP) CIE)	https://www.gov.uk/government/publications/import-and-export-common-agricultural-policy-export-customs-input-of-entry-control-c88-cap-cie	government-organisation:D25
civ-means-3-client-living-outside-the-uk	CIV MEANS 3: client living outside the UK	https://www.gov.uk/government/publications/civ-means-3-client-living-outside-the-uk	government-organisation:EA556
coastal-community-teams-2016-bidding-prospectus	Coastal Community Teams: 2016 bidding prospectus	https://www.gov.uk/government/publications/coastal-community-teams-2016-bidding-prospectus	government-organisation:D4
request-to-add-grounds-to-a-notice-of-opposition	Request to add grounds to a notice of opposition	https://www.gov.uk/government/publications/request-to-add-grounds-to-a-notice-of-opposition	government-organisation:EA34
apply-to-join-the-register-of-post-test-motorcycle-trainers-rpmt	Apply to join the register of post-test motorcycle trainers (RPMT)	https://www.gov.uk/government/publications/apply-to-join-the-register-of-post-test-motorcycle-trainers-rpmt	government-organisation:EA570
quantiferon-tb-gold-test-request-form	QuantiFERON®-TB Gold test request form	https://www.gov.uk/government/publications/quantiferon-tb-gold-test-request-form	government-organisation:EA480
international-tax-uk-usa-double-taxation-convention-form-us-company-uk-reit	International Tax: UK-USA Double Taxation Convention (Form US-Company UK-REIT)	https://www.gov.uk/government/publications/international-tax-uk-usa-double-taxation-convention-form-us-company-uk-reit	government-organisation:D25
additional-cph-for-an-officially-tb-free-cattle-business-application	Additional CPH for an officially TB free cattle business: application	https://www.gov.uk/government/publications/additional-cph-for-an-officially-tb-free-cattle-business-application	government-organisation:EA1079
application-for-an-environmental-permit-part-c6-varying-a-water-discharge-activity-and-groundwater-point-source-activity	Application for an environmental permit: part C6 varying a water discharge activity and groundwater (point source) activity	https://www.gov.uk/government/publications/application-for-an-environmental-permit-part-c6-varying-a-water-discharge-activity-and-groundwater-point-source-activity	government-organisation:EA199
import-and-export-request-for-repayment-of-duty-on-deposit-pending-exportation-c4	Import and export: request for repayment of duty on deposit pending exportation (C4)	https://www.gov.uk/government/publications/import-and-export-request-for-repayment-of-duty-on-deposit-pending-exportation-c4	government-organisation:D25
official-search-application-ac6	Official search: application (AC6)	https://www.gov.uk/government/publications/official-search-application-ac6	government-organisation:D69
badgers-licence-to-interfere-with-setts-cl35	Badgers: licence to interfere with setts (CL35)	https://www.gov.uk/government/publications/badgers-licence-to-interfere-with-setts-cl35	government-organisation:PB202
pension-schemes-relief-at-source-details-apss-103	Pension schemes: relief at source details (APSS 103)	https://www.gov.uk/government/publications/pension-schemes-relief-at-source-details-apss-103	government-organisation:D25
cna-2-notice-of-defence	CNA 2: Notice of defence	https://www.gov.uk/government/publications/cna-2-notice-of-defence	government-organisation:PB1062
self-assessment-the-national-assembly-for-wales-sa102wam	Self Assessment: The National Assembly for Wales (SA102WAM)	https://www.gov.uk/government/publications/self-assessment-the-national-assembly-for-wales-sa102wam	government-organisation:D25
import-and-export-international-maritime-organisation-ships-stores-declaration-c95	Import and export: International Maritime Organisation - ship's stores declaration (C95)	https://www.gov.uk/government/publications/import-and-export-international-maritime-organisation-ships-stores-declaration-c95	government-organisation:D25
using-animal-by-products-in-compost-or-biogas-approval-application	Using animal by-products in compost or biogas: approval application	https://www.gov.uk/government/publications/using-animal-by-products-in-compost-or-biogas-approval-application	government-organisation:EA1079
appoint-a-director-ap01c	Appoint a director (AP01c)	https://www.gov.uk/government/publications/appoint-a-director-ap01c	government-organisation:EA26
licence-to-sell-animal-specimens-taken-before-october-1981	Licence to sell animal specimens taken before October 1981	https://www.gov.uk/government/publications/licence-to-sell-animal-specimens-taken-before-october-1981	government-organisation:PB202
managing-clusters-of-pneumococcal-disease-in-closed-settings	Managing clusters of pneumococcal disease in closed settings	https://www.gov.uk/government/publications/managing-clusters-of-pneumococcal-disease-in-closed-settings	government-organisation:EA480
seed-marketing-licence-application	Seed marketing licence application	https://www.gov.uk/government/publications/seed-marketing-licence-application	government-organisation:EA1079
give-notice-of-relevant-legal-entity-with-significant-control-of-a-limited-liability-partnership-ll-psc02	Give notice of relevant legal entity with significant control of a limited liability partnership (LL PSC02)	https://www.gov.uk/government/publications/give-notice-of-relevant-legal-entity-with-significant-control-of-a-limited-liability-partnership-ll-psc02	government-organisation:EA26
import-and-export-apply-for-binding-origin-information-ce1900	Import and Export: apply for Binding Origin Information (C&E1900)	https://www.gov.uk/government/publications/import-and-export-apply-for-binding-origin-information-ce1900	government-organisation:D25
psn-code-of-interconnection-coico	PSN Code of Interconnection (CoICo)	https://www.gov.uk/government/publications/psn-code-of-interconnection-coico	government-organisation:D2
international-tax-uk-south-africa-double-taxation-convention-form-south-africa-company	International Tax: UK - South Africa Double Taxation Convention (Form South Africa-Company)	https://www.gov.uk/government/publications/international-tax-uk-south-africa-double-taxation-convention-form-south-africa-company	government-organisation:D25
international-tax-uk-ireland-double-taxation-convention-form-ireland-company	International Tax: UK - Ireland Double Taxation Convention (Form Ireland-Company)	https://www.gov.uk/government/publications/international-tax-uk-ireland-double-taxation-convention-form-ireland-company	government-organisation:D25
excise-payment-security-system-application-to-make-payments-of-excise-duties-without-a-guarantee-epssb	Excise Payment Security System: application to make payments of excise duties without a guarantee (EPSS(B))	https://www.gov.uk/government/publications/excise-payment-security-system-application-to-make-payments-of-excise-duties-without-a-guarantee-epssb	government-organisation:D25
bumblebees-licence-to-release-non-native-species-in-commercial-premises-for-research	Bumblebees: licence to release non-native species in commercial premises for research	https://www.gov.uk/government/publications/bumblebees-licence-to-release-non-native-species-in-commercial-premises-for-research	government-organisation:PB202
alcohol-duties-application-to-register-as-a-cider-or-perry-maker-cp30	Alcohol duties: apply to register as a cider or perry maker (CP30)	https://www.gov.uk/government/publications/alcohol-duties-application-to-register-as-a-cider-or-perry-maker-cp30	government-organisation:D25
redundancy-payments-template-for-setting-up-a-new-case	Redundancy payments: Template for setting up a new case	https://www.gov.uk/government/publications/redundancy-payments-template-for-setting-up-a-new-case	government-organisation:EA32
incineration-of-animal-by-products-approval-application	Incineration of animal by-products: approval application	https://www.gov.uk/government/publications/incineration-of-animal-by-products-approval-application	government-organisation:EA1079
give-notice-of-withdrawal-of-election-to-keep-people-of-significant-control-psc-on-the-register-ew04	Withdraw register of people of significant control (PSC) information from the central register (EW04)	https://www.gov.uk/government/publications/give-notice-of-withdrawal-of-election-to-keep-people-of-significant-control-psc-on-the-register-ew04	government-organisation:EA26
annual-interim-project-report	Annual/interim project report	https://www.gov.uk/government/publications/annual-interim-project-report	government-organisation:D7
self-assessment-penalty-for-a-late-partnership-return-sa356	Self Assessment: penalty for a late partnership return (SA356)	https://www.gov.uk/government/publications/self-assessment-penalty-for-a-late-partnership-return-sa356	government-organisation:D25
countryside-stewardship-ponds-for-wildlife-and-historic-interest-assessment	Countryside Stewardship: ponds for wildlife and historic interest assessment	https://www.gov.uk/government/publications/countryside-stewardship-ponds-for-wildlife-and-historic-interest-assessment	government-organisation:D7;government-organisation:PB202
collective-investment-schemes-application-for-approval-as-an-investment-trust-cisc8	Collective Investment Schemes: application for approval as an investment trust (CISC8)	https://www.gov.uk/government/publications/collective-investment-schemes-application-for-approval-as-an-investment-trust-cisc8	government-organisation:D25
bats-survey-class-licence-for-volunteer-bat-roost-visitors-level-1	Bats: survey class licence for volunteer bat roost visitors (level 1)	https://www.gov.uk/government/publications/bats-survey-class-licence-for-volunteer-bat-roost-visitors-level-1	government-organisation:PB202
corporation-tax-short-companytax-return-ct600-short-2007-version-2	Corporation Tax: Short Company Tax Return (CT600 (Short) (2007) Version 2)	https://www.gov.uk/government/publications/corporation-tax-short-companytax-return-ct600-short-2007-version-2	government-organisation:D25
capital-estimates-return-including-public-works-loan-board-certainty-rate-return	Capital estimates return: including Public Works Loan Board certainty rate return	https://www.gov.uk/government/publications/capital-estimates-return-including-public-works-loan-board-certainty-rate-return	government-organisation:D4
give-notice-of-approval-of-administrators-proposals-am06	Give notice of approval of administrator's proposals (AM06)	https://www.gov.uk/government/publications/give-notice-of-approval-of-administrators-proposals-am06	government-organisation:EA26
environmental-stewardship-shared-grazing-and-common-land	Environmental Stewardship: shared grazing and common land	https://www.gov.uk/government/publications/environmental-stewardship-shared-grazing-and-common-land	government-organisation:PB202
international-tax-uk-japan-double-taxation-convention-form-japan-3-dt	International Tax: UK - Japan Double Taxation Convention (Form Japan - 3 - DT)	https://www.gov.uk/government/publications/international-tax-uk-japan-double-taxation-convention-form-japan-3-dt	government-organisation:D25
fuel-duty-return-and-payment-of-duty-for-biofuels-and-other-fuel-substitutes-ho930	Fuel Duty: return and payment of duty for biofuels and other fuel substitutes (HO930)	https://www.gov.uk/government/publications/fuel-duty-return-and-payment-of-duty-for-biofuels-and-other-fuel-substitutes-ho930	government-organisation:D25
