page	timestamp	text
national-insurance-widows-reduced-rate-contributions-cf9a	2014-08-11T01:00:00.000+01:00	First published.
vat-notification-of-a-real-estate-election-vat1614e	2014-09-12T00:00:00.000+00:00	Published
keeping-wild-birds-register-a-schedule-4-bird-for-commercial-use	2015-10-01T16:34:09.000+01:00	Form reference number changed to REG04 (from WLRS175)
keeping-wild-birds-register-a-schedule-4-bird-for-commercial-use	2011-03-01T00:00:00.000+00:00	First published.
pension-schemes-report-of-benefit-crystallisation-events-apss-252	2014-08-11T00:00:00.000+00:00	Published
bona-vacantia-estates-referral-form	2013-12-06T00:00:00.000+00:00	Published
police-innovation-fund-bidding-form	2015-10-23T11:05:27.000+01:00	New bidding form and assessment criteria added
police-innovation-fund-bidding-form	2014-11-07T11:18:52.000+00:00	Bidding form and guidance for the 2015 to 2016 police innovation fund published.
police-innovation-fund-bidding-form	2014-03-31T10:52:23.000+01:00	Bidding form and critieria for the funding for 2014 to 2015 published.
police-innovation-fund-bidding-form	2013-11-25T15:29:00.000+00:00	First published.
commemorative-wedding-certificates	2015-07-13T00:00:00.000+00:00	Published
redundancy-payments-form-rp16-redundancy-payments-actuarial-certificate	2014-04-25T00:00:00.000+00:00	Published
civ-means-7-financial-assessment-for-family-mediation	2014-04-08T00:00:00.000+00:00	Published
collective-investment-schemes-initial-registration-as-a-reporting-fund-cisc1	2015-07-14T08:22:53.000+01:00	Amended version of this form added.
collective-investment-schemes-initial-registration-as-a-reporting-fund-cisc1	2011-06-28T00:00:00.000+01:00	First published.
legal-charges-security-ch3	2016-01-11T06:00:11.000+00:00	We have added a side note to panel 7 as a result of a change in our procedures. From 11 January 2016 we will change how we send warning of cancellation letters and what they contain.
legal-charges-security-ch3	2015-08-03T06:00:14.000+01:00	Advice as to the completion of the form has been added
legal-charges-security-ch3	2012-10-24T00:00:00.000+01:00	Added translation
national-pupil-database-application-form-declaration-and-agreement	2016-11-16T10:09:10.000+00:00	Replaced 'Linked data request application form' with up-to-date version.
national-pupil-database-application-form-declaration-and-agreement	2015-11-02T09:33:30.000+00:00	Updated the 'data request application form' and the 'linked data request application form' because of changes to the process for requesting NPD data.
national-pupil-database-application-form-declaration-and-agreement	2013-12-13T14:04:56.000+00:00	HESA and ILR data request application form published.
national-pupil-database-application-form-declaration-and-agreement	2013-12-06T15:38:05.000+00:00	Removed individual declaration form, agreement and schedule to the agreement for inclusion on a separate page.
national-pupil-database-application-form-declaration-and-agreement	2013-11-27T12:58:00.000+00:00	First published.
caution-against-registration-cancellation-cct	2016-01-11T06:00:06.000+00:00	We have added a side note to panel 7 as a result of a change in our procedures. From 11 January 2016 we will change how we send warning of cancellation letters and what they contain.
caution-against-registration-cancellation-cct	2015-08-03T06:00:12.000+01:00	Advice as to the completion of the form has been added
caution-against-registration-cancellation-cct	2012-10-24T00:00:00.000+01:00	Added translation
excise-movements-application-to-be-part-of-the-registered-consignee-scheme-hm1	2016-06-22T11:47:03.000+01:00	An online forms service is now available.
excise-movements-application-to-be-part-of-the-registered-consignee-scheme-hm1	2014-07-04T01:00:00.000+01:00	First published.
academy-support-grant	2014-09-25T15:36:11.000+01:00	Added information for non-maintained special schools wishing to apply for academy status.
academy-support-grant	2010-06-29T00:00:00.000+01:00	First published.
merchant-navy-medal-application-form	2017-02-23T00:00:00.000+00:00	Published
fee-sheet-for-registered-community-design-applications	2016-12-22T13:00:57.000+00:00	Updated fee sheet added.
fee-sheet-for-registered-community-design-applications	2015-09-30T09:09:21.000+01:00	Updated fee sheet added.
fee-sheet-for-registered-community-design-applications	2014-04-16T10:25:00.000+01:00	First published.
countryside-stewardship-building-maintenance-plan-and-log	2015-07-06T00:00:00.000+00:00	Published
import-and-export-declaration-of-particulars-relating-to-customs-value-c105a	2014-04-04T00:00:00.000+00:00	Published
crm18-escape-fee-case-claim-form-crime	2013-04-01T00:00:00.000+00:00	Published
charged-environmental-advice-service-request-form	2015-10-12T00:00:00.000+00:00	Published
disclosure-of-information-application-and-response-forms	2014-10-23T00:00:00.000+00:00	Published
application-for-section-4-bail-address-and-support	2015-05-05T10:49:40.000+01:00	Updated application form and guidance
application-for-section-4-bail-address-and-support	2013-01-01T00:00:00.000+00:00	First published.
compulsory-basic-training-cbt-site-application-form	2015-04-01T14:59:19.000+01:00	Uploaded latest 'Compulsory basic traing site application form'.
compulsory-basic-training-cbt-site-application-form	2013-10-22T10:41:00.000+01:00	First published.
inheritance-tax-national-heritage-assets-conditional-exemption-and-maintenance-funds-iht420	2014-04-04T00:00:00.000+00:00	Published
appoint-a-corporate-member-of-a-limited-liability-partnership-ll-ap02	2015-10-09T12:00:00.000+01:00	New version uploaded
appoint-a-corporate-member-of-a-limited-liability-partnership-ll-ap02	2010-05-03T00:00:00.000+01:00	First published.
overseas-death-certificate	2012-10-16T00:00:00.000+00:00	Published
vaccine-damage-payment-claim-form	2016-04-29T15:16:06.000+01:00	Replaced forms with April 2016 versions.
vaccine-damage-payment-claim-form	2013-04-01T00:00:00.000+01:00	First published.
application-form-for-certificate-of-custom-law-for-pacs-france	2016-06-09T11:28:08.000+01:00	Revised form
application-form-for-certificate-of-custom-law-for-pacs-france	2016-06-03T12:17:05.000+01:00	Revised form
application-form-for-certificate-of-custom-law-for-pacs-france	2013-06-27T10:52:33.000+01:00	Form updated
application-form-for-certificate-of-custom-law-for-pacs-france	2013-03-21T00:00:00.000+00:00	First published.
protected-animals-licence-for-taxidermists-to-own-dead-animals	2017-01-01T00:15:47.000+00:00	Replaced licence with new version issued 1 January 2017
protected-animals-licence-for-taxidermists-to-own-dead-animals	2016-01-01T00:00:15.000+00:00	Replaced licence with new version issued 1 January 2016
protected-animals-licence-for-taxidermists-to-own-dead-animals	2015-01-01T00:00:32.000+00:00	Added updated general licence. New version valid between 1 January and 31 December 2015.
protected-animals-licence-for-taxidermists-to-own-dead-animals	2013-12-31T00:00:00.000+00:00	First published.
countryside-stewardship-land-ownership-and-control-form	2016-02-01T00:00:00.000+00:00	Published
avoid-missing-deadlines-for-mortgage-filings-informal-correction	2014-11-18T00:00:00.000+00:00	Published
alcohol-duties-vat-due-on-alcoholic-beverages-ex-46-vat	2016-08-04T12:18:53.000+01:00	An online forms service is now available.
alcohol-duties-vat-due-on-alcoholic-beverages-ex-46-vat	2014-11-27T14:50:59.000+00:00	Help and guidance to form EX 46 (VAT) added.
alcohol-duties-vat-due-on-alcoholic-beverages-ex-46-vat	2013-01-07T00:00:00.000+00:00	First published.
blood-establishment-authorisation-application-form	2005-10-01T00:00:00.000+00:00	Published
gambling-duties-machine-games-duty-application-to-register-a-business-mgd1	2015-04-27T11:11:37.000+01:00	Welsh version of form MGD1 added to the page.
gambling-duties-machine-games-duty-application-to-register-a-business-mgd1	2014-04-04T01:00:00.000+01:00	First published.
vat-revoking-an-option-to-tax-within-6-month-cooling-off-period-vat1614c	2014-10-01T00:00:00.000+00:00	Published
import-and-export-single-administrative-document-c88a	2014-04-04T00:00:00.000+00:00	Published
income-tax-claim-for-a-repayment-of-tax-when-you-have-stopped-working-pension-death-benefit-lump-sum-p50zdb	2016-08-03T15:13:27.000+01:00	A new version of the form has been added which you can fill in on screen and then print and post it.
income-tax-claim-for-a-repayment-of-tax-when-you-have-stopped-working-pension-death-benefit-lump-sum-p50zdb	2016-04-06T00:00:00.000+01:00	First published.
capital-gains-tax-investment-club-certificate-185	2014-12-21T00:00:00.000+00:00	Published
great-crested-newts-report-survey-or-research-licence-actions	2014-10-06T00:00:00.000+00:00	Published
club-premises-forms	2017-04-06T10:11:24.000+01:00	Updated club premises declaration and variation forms published.
club-premises-forms	2012-04-25T01:00:00.000+01:00	First published.
shared-ownership-and-affordable-homes-programme-2016-to-2021-qualification	2016-04-18T00:00:00.000+00:00	Published
odr-data-request-form	2016-09-16T00:00:00.000+00:00	Published
application-for-grant-of-a-supplementary-protection-certificate	2014-04-29T00:00:00.000+00:00	Published
psv-tachograph-exemption-declaration-form	2016-11-22T12:45:39.000+00:00	Updated PSV tachograph exemption declaration form.
psv-tachograph-exemption-declaration-form	2013-07-18T14:54:00.000+01:00	First published.
change-location-of-company-records-to-registered-office-ad04	2016-06-30T00:15:18.000+01:00	Form version 7 uploaded
change-location-of-company-records-to-registered-office-ad04	2016-04-05T14:14:47.000+01:00	New version 6.0 uploaded compliant with legal changes implemented on 6 April 2016
change-location-of-company-records-to-registered-office-ad04	2015-03-06T07:50:38.000+00:00	Online filing option added
change-location-of-company-records-to-registered-office-ad04	2014-09-23T15:33:00.000+01:00	First published.
application-to-restore-a-patent	2010-08-29T00:00:00.000+00:00	Published
training-support-and-development-standards-for-family-and-friends-foster-carers	2013-10-30T12:20:09.000+00:00	Word version of workbook added.
training-support-and-development-standards-for-family-and-friends-foster-carers	2012-11-28T00:00:00.000+00:00	First published.
coal-mining-permit-application-form	2016-05-04T08:00:08.000+01:00	New application form with tick box added for terms and conditions acceptance.
coal-mining-permit-application-form	2009-03-01T12:00:00.000+00:00	First published.
change-the-details-of-a-corporate-director-ch02	2016-06-30T00:15:19.000+01:00	Form version 5
change-the-details-of-a-corporate-director-ch02	2015-03-06T07:49:08.000+00:00	Online filing option added
change-the-details-of-a-corporate-director-ch02	2014-09-19T13:41:00.000+01:00	First published.
screening-data-submission-template-child-health-records	2017-05-02T09:30:12.000+01:00	Updated data collection template for January to March 2017.
screening-data-submission-template-child-health-records	2017-02-01T16:41:51.000+00:00	New template for the KPIs for Q3 2016/17
screening-data-submission-template-child-health-records	2016-11-15T09:50:00.000+00:00	Data reporting template for period 1 July to 30 September 2016 with guidance for child health record departments (CHRD) has been published.
screening-data-submission-template-child-health-records	2016-08-17T15:21:14.000+01:00	New template for: Data submission template: child health record departments
screening-data-submission-template-child-health-records	2016-05-09T09:30:15.000+01:00	Added KPI submission template for child health record departments for the period 1 January to 31 March 2016.
screening-data-submission-template-child-health-records	2015-11-11T10:30:04.000+00:00	Updated template to Q2 (1 July to 30 September), for use in the month of December 2015.
screening-data-submission-template-child-health-records	2015-08-25T16:55:45.000+01:00	Updated to 2015/16 Q1 template.
screening-data-submission-template-child-health-records	2015-06-01T00:00:00.000+01:00	First published.
double-taxation-united-kingdomjapan-si-2006-no-1924-form-japan-1-dt	2014-04-04T00:00:00.000+00:00	Published
birds-licence-to-catch-them-on-food-premises	2017-01-01T00:15:38.000+00:00	Annual licence update 2017.
birds-licence-to-catch-them-on-food-premises	2016-01-01T00:00:01.000+00:00	Replaced licence with new version issued on 1 January 2016.
birds-licence-to-catch-them-on-food-premises	2015-01-09T13:52:37.000+00:00	terms and conditions updated for clarity
birds-licence-to-catch-them-on-food-premises	2015-01-01T00:00:00.000+00:00	First published.
civ-admin1-claim-for-preservationrecovery-under-statutory-charge	2014-08-12T00:00:00.000+00:00	Published
international-tax-uk-france-double-taxation-convention-form-france-company	2014-04-04T00:00:00.000+00:00	Published
fuel-duty-payment-of-duty-on-aviation-turbine-fuel-used-for-private-pleasure-flying-ho105	2016-05-16T11:48:07.000+01:00	An online forms service is now available.
fuel-duty-payment-of-duty-on-aviation-turbine-fuel-used-for-private-pleasure-flying-ho105	2014-10-08T01:00:00.000+01:00	First published.
new-boatmasters-licence-task-record-book-msf-4367	2014-04-17T00:00:00.000+00:00	Published
application-fee-for-patent-application	2014-04-28T00:00:00.000+00:00	Published
incident-and-accident-report-form	2013-07-11T00:00:00.000+00:00	Published
get-a-copy-of-a-finding-of-fact-of-domestic-violence	2014-12-19T00:00:00.000+00:00	Published
family-origin-questionnaire-sickle-cell-and-thalassaemia-screening	2014-02-01T00:00:00.000+00:00	Published
l31-income-and-outgoings-for-self-employment-or-partnership	2013-04-01T00:00:00.000+00:00	Published
leptospirosis-request-form	2015-04-01T01:00:10.000+01:00	Updated form.
leptospirosis-request-form	2014-04-01T00:00:00.000+01:00	First published.
fuel-duty-obtain-relief-from-excise-duty-on-mineral-hydrocarbon-oil-ho27	2016-05-16T12:33:32.000+01:00	An online form service is now available.
fuel-duty-obtain-relief-from-excise-duty-on-mineral-hydrocarbon-oil-ho27	2014-10-08T01:00:00.000+01:00	First published.
affidavit	2013-03-21T00:00:00.000+00:00	Published
initial-application-to-market-in-the-eu-organic-products-from-third-countries	2011-03-30T00:00:00.000+00:00	Published
permission-to-supply-a-large-goods-trailer-for-use-on-the-road	2012-11-09T00:00:00.000+00:00	Published
malaria-risk-assessment-form	2013-06-25T00:00:00.000+00:00	Published
transport-of-animals-undertaking-to-cleanse-and-disinfect-vehicles	2014-10-01T14:51:36.000+01:00	AHVLA documents have been re-assigned to the new Animal and Plant Health Agency (APHA).
transport-of-animals-undertaking-to-cleanse-and-disinfect-vehicles	2013-11-01T00:00:00.000+00:00	First published.
wild-animals-licence-for-individuals-to-possess-specimens	2017-01-01T00:15:38.000+00:00	Annual licence update 2017.
wild-animals-licence-for-individuals-to-possess-specimens	2016-01-01T00:00:05.000+00:00	Replaced licence with new version issued 1 January 2016.
wild-animals-licence-for-individuals-to-possess-specimens	2015-01-01T00:00:41.000+00:00	Added updated class licence. New version valid from 1 January to 31 December 2015.
wild-animals-licence-for-individuals-to-possess-specimens	2014-10-06T16:39:00.000+01:00	First published.
agreement-for-the-sale-of-management-support-system-mss-data	2014-10-10T00:00:00.000+00:00	Published
pet-food-plant-approval-application	2014-10-13T11:52:49.000+01:00	AHVLA documents have been re-assigned to the new Animal and Plant Health Agency (APHA).
pet-food-plant-approval-application	2013-12-18T00:00:00.000+00:00	First published.
approved-finishing-units-for-cattle-application	2016-12-14T12:12:30.000+00:00	Updated TB130E and TB131E documents
approved-finishing-units-for-cattle-application	2016-11-15T09:02:38.000+00:00	Guidance updated
approved-finishing-units-for-cattle-application	2016-09-23T16:22:46.000+01:00	Documents updated - September 2016 version
approved-finishing-units-for-cattle-application	2015-11-30T10:37:43.000+00:00	Guidance on terms and conditions for the approval of AFUs in England has been updated following the introduction of licensed finishing units (LFUs).
approved-finishing-units-for-cattle-application	2014-11-03T00:00:00.000+00:00	First published.
application-form-for-a-traditional-herbal-registration-thr	2014-12-18T00:00:00.000+00:00	Published
apply-to-cremate-a-stillborn-baby	2009-01-02T00:00:00.000+00:00	Published
import-and-export-single-administrative-document-part-6-c88-6	2014-04-04T00:00:00.000+00:00	Published
crm8-assigned-counsels-fee-note	2013-04-04T00:00:00.000+00:00	Published
deployment-form-for-land-and-groundwater-remediation	2011-11-15T00:00:00.000+00:00	Published
report-an-accident-or-incident	2014-12-19T00:00:00.000+00:00	Published
alcohol-duties-quarterly-distillery-return-declaration-of-materials-used-and-spirits-produced-w21	2014-08-11T00:00:00.000+00:00	Published
import-and-export-alvs-manual-release-form	2015-01-19T00:00:00.000+00:00	Published
cf1a-counsel-claim-form	2014-08-14T00:00:00.000+00:00	Published
afbss-form-1	2017-02-28T14:49:34.000+00:00	Added updated AFBSS form 1
afbss-form-1	2016-12-13T17:06:16.000+00:00	Updated scheme document and Annex B.
afbss-form-1	2016-09-07T13:38:47.000+01:00	Updated guidance and form for academic year 2016/17.
afbss-form-1	2014-09-02T12:26:25.000+01:00	Updated 'Annex B: application for further education and university scholarship for bereaved service children'
afbss-form-1	2013-04-30T12:35:39.000+01:00	New versions of documents added
afbss-form-1	2011-11-01T00:00:00.000+00:00	First published.
application-for-section-4-extra-services-or-facilities	2014-02-11T00:00:00.000+00:00	Published
court-funds-ask-for-payment-due-to-creditor	2011-12-02T00:00:00.000+00:00	Published
apply-for-registration-as-a-private-fund-limited-partnership-lp7	2017-04-06T00:00:00.000+00:00	Published
plant-passports-application	2016-01-18T21:19:30.000+00:00	Consolidated EU Xylella fastidioisis host list published as appendix to form PHAR3
plant-passports-application	2015-06-01T00:00:00.000+01:00	First published.
international-tax-uk-real-estate-investment-trusts-form-uk-reit-dt-company	2014-04-04T00:00:00.000+00:00	Published
appointment-or-change-of-agent-or-contact-address	2014-04-17T00:00:00.000+00:00	Published
authorise-the-cremation-of-a-dead-person	2009-01-02T00:00:00.000+00:00	Published
notice-of-marriage	2013-03-21T00:00:00.000+00:00	Published
right-to-buy-notice-in-reply-to-a-tenants-claim-rtb2	2012-11-20T00:00:00.000+00:00	Published
appoint-liquidator-in-voluntary-winding-up-600	2010-04-06T00:00:00.000+00:00	Published
mot-slot-refund-request-form	2015-08-18T00:00:00.000+00:00	Published
apply-to-provide-compulsory-basic-training-cbt-courses	2014-01-15T13:35:38.000+00:00	Updated the application form.
apply-to-provide-compulsory-basic-training-cbt-courses	2013-12-06T13:47:37.000+00:00	Updated the application form.
apply-to-provide-compulsory-basic-training-cbt-courses	2013-11-23T14:36:00.000+00:00	First published.
status-updates-on-employee-applications-consent-form	2013-07-01T00:00:00.000+00:00	Published
alternative-provision-free-school-financial-template	2017-04-12T12:32:08.000+01:00	Updated both documents for the 2017 to 2018 academic year.
alternative-provision-free-school-financial-template	2016-04-20T09:30:06.000+01:00	Updated both documents for the 2016 to 2017 academic year.
alternative-provision-free-school-financial-template	2015-07-03T10:51:10.000+01:00	Updated documents for the 2015 to 2016 academic year.
alternative-provision-free-school-financial-template	2015-02-06T12:01:23.000+00:00	All documents updated in February 2015 to reflect known changes to funding rates. Revised versions including 2015 to 2016 funding rates should be available at the end of March 2015.
alternative-provision-free-school-financial-template	2014-11-07T16:37:00.000+00:00	First published.
dbs-finance-invoicing-forms	2016-05-10T00:00:00.000+00:00	Published
bats-survey-or-research-licence-level-4	2017-01-01T00:15:43.000+00:00	Annual licence update 2017.
bats-survey-or-research-licence-level-4	2016-01-01T00:00:08.000+00:00	Replaced licence with new version issued 1 January 2016.
bats-survey-or-research-licence-level-4	2015-04-16T12:38:54.000+01:00	Added updated version of licence: overview section changed to make it clearer when you can use harp traps.
bats-survey-or-research-licence-level-4	2015-01-01T00:00:43.000+00:00	new version of CL20 valid from 1 January to 31 December 2015.
bats-survey-or-research-licence-level-4	2014-10-06T16:56:00.000+01:00	First published.
barn-owls-licence-to-survey-them-to-guide-future-development-work	2017-01-01T00:15:43.000+00:00	Annual licence update 2017.
barn-owls-licence-to-survey-them-to-guide-future-development-work	2016-01-01T00:00:09.000+00:00	Replaced licence with new version issued 1 January 2016.
barn-owls-licence-to-survey-them-to-guide-future-development-work	2015-03-05T12:17:00.000+00:00	First published.
application-for-use-of-directed-surveillance	2007-02-22T00:00:00.000+00:00	Published
inheritance-tax-charges-on-special-trusts-iht100e	2014-04-04T00:00:00.000+00:00	Published
application-to-transit-uk-on-government-business-form-vafdip3	2013-10-01T00:00:00.000+00:00	Published
import-and-export-end-use-bill-of-discharge-bod4	2016-07-01T15:22:37.000+01:00	An online forms service is now available.
import-and-export-end-use-bill-of-discharge-bod4	2016-05-10T09:19:00.000+01:00	First published.
pension-schemes-protect-existing-pension-rights-apss200	2014-11-21T14:09:10.000+00:00	Protection of existing pension rights (APSS200 Notes) pdf added.
pension-schemes-protect-existing-pension-rights-apss200	2014-02-07T00:00:00.000+00:00	First published.
msf-4398-application-for-a-boatmasters-licence	2015-04-04T00:00:00.000+00:00	Published
application-for-continued-registration-with-oisc	2016-04-01T00:00:25.000+01:00	Form updated.
application-for-continued-registration-with-oisc	2015-10-27T11:12:02.000+00:00	Form updated.
application-for-continued-registration-with-oisc	2014-11-17T01:01:15.000+00:00	Amended form.
application-for-continued-registration-with-oisc	2014-07-08T14:51:00.000+01:00	First published.
mycobacterium-referral-form	2016-10-17T09:00:01.000+01:00	Updated to version 3, October 2016.
mycobacterium-referral-form	2014-04-01T00:00:00.000+01:00	First published.
south-korea-affidavit-of-eligibility-for-marriage-form	2014-01-22T00:00:00.000+00:00	Published
excise-movements-application-to-be-a-registered-consignor-ex72	2016-01-11T15:19:40.000+00:00	An online service is now available.
excise-movements-application-to-be-a-registered-consignor-ex72	2014-10-08T01:00:00.000+01:00	First published.
land-charges-register-office-copy-of-entry-k19	2013-10-31T00:00:00.000+00:00	Published
import-and-export-request-for-chief-access-c1800	2014-05-16T00:00:00.000+00:00	Published
corporation-tax-restitution-tax-ct600k-2017-version-3	2017-04-10T00:00:00.000+00:00	Published
child-benefit-authorise-a-tax-adviser-for-high-income-child-benefit-charge-matters-ch995	2016-05-03T10:01:04.000+01:00	A new online form is available to use.
child-benefit-authorise-a-tax-adviser-for-high-income-child-benefit-charge-matters-ch995	2016-03-31T11:26:41.000+01:00	Welsh translation added.
child-benefit-authorise-a-tax-adviser-for-high-income-child-benefit-charge-matters-ch995	2014-04-09T01:00:00.000+01:00	First published.
give-notice-of-change-of-details-for-relevant-legal-entity-with-significant-control-psc05	2016-07-18T13:59:04.000+01:00	Note added to confirm form can only be filed online if PSC information held on public register.
give-notice-of-change-of-details-for-relevant-legal-entity-with-significant-control-psc05	2016-06-30T00:15:00.000+01:00	First published.
reasons-for-exemption-of-document-ex1a	2016-08-30T06:00:28.000+01:00	We have added a warning note to panel 5 as a reminder to ensure the prejudicial information is omitted from any document open to public inspection.
reasons-for-exemption-of-document-ex1a	2015-08-03T06:00:18.000+01:00	Advice as to the completion of the form has been added
reasons-for-exemption-of-document-ex1a	2011-10-01T00:00:00.000+01:00	Added translation
interim-executive-board-application-form	2015-04-29T14:26:57.000+01:00	Updated contact email address in application form.
interim-executive-board-application-form	2014-05-02T10:03:00.000+01:00	First published.
river-thames-direct-debit-application-form	2015-11-20T16:01:14.000+00:00	We have updated the application form to set up a direct debit for payment of boat registration fees on the River Thames.
river-thames-direct-debit-application-form	2014-11-21T12:17:37.000+00:00	Updated version November 2014
river-thames-direct-debit-application-form	2012-11-08T00:00:00.000+00:00	First published.
corporation-tax-group-and-consortium-ct600c-2006-version-2	2014-04-04T00:00:00.000+00:00	Published
surgical-site-infection-surveillance-service-registration-form	2013-03-19T00:00:00.000+00:00	Published
application-forms-for-compensation-for-victims-of-terrorism	2015-10-09T16:21:48.000+01:00	Minor changes to form to improve ease of use.
application-forms-for-compensation-for-victims-of-terrorism	2013-08-21T17:28:00.000+01:00	First published.
paye-national-insurance-contributions-settlement-return-nsr-appendix-7b	2014-04-04T00:00:00.000+00:00	Published
academies-severance-payments-form	2016-02-02T12:53:52.000+00:00	The Education Funding Agency (EFA) has updated the severance payments form for academy trusts wishing to seek approval for non-contractual payments over £50,000. The main changes to the form are the need to include a financial assessment and the requirement to demonstrate that all alternative options have been explored before deciding to make a non-contractual severance payment.
academies-severance-payments-form	2014-03-11T15:23:00.000+00:00	First published.
rule-1055-and-1056-statement-of-affairs-bankruptcy	2017-04-06T00:00:00.000+00:00	Published
election-to-keep-information-from-register-of-people-with-significant-control-on-the-public-register-eh04	2016-06-30T00:00:00.000+00:00	Published
landfill-tax-send-your-online-return-lt100	2016-12-20T00:00:00.000+00:00	Published
early-years-capital-funding-call-for-expressions-of-interest	2016-04-04T17:09:33.000+01:00	Revised Expression of interest template
early-years-capital-funding-call-for-expressions-of-interest	2016-04-03T09:30:00.000+01:00	First published.
apply-for-rectification-by-the-registrar-for-a-limited-liability-partnership-ll-rp02a	2010-05-03T00:00:00.000+00:00	Published
preview-lf3-apply-for-an-interim-litigator-fee-claim	2017-03-31T15:00:17.000+01:00	LF3 updated.
preview-lf3-apply-for-an-interim-litigator-fee-claim	2015-03-10T12:00:51.000+00:00	New version of LF3 online published.
preview-lf3-apply-for-an-interim-litigator-fee-claim	2014-10-02T00:15:47.000+01:00	Form LF3 is now available to use.
preview-lf3-apply-for-an-interim-litigator-fee-claim	2014-09-15T09:01:00.000+01:00	First published.
registration-of-free-schools	2013-03-05T00:00:00.000+00:00	Published
purchase-notices-served-under-the-town-and-country-planning-act-1990	2015-11-10T08:48:04.000+00:00	Government guidance on Purchase Notice document added.
purchase-notices-served-under-the-town-and-country-planning-act-1990	2013-04-29T00:00:00.000+01:00	First published.
trainee-driving-instructor-supervision-record	2017-04-20T09:35:56.000+01:00	Updated trainee driving instructor supervision record.
trainee-driving-instructor-supervision-record	2008-08-01T00:00:00.000+01:00	First published.
redundancy-payments-rp15-pension-contribution-form	2016-05-27T00:00:00.000+00:00	Published
anglian-waterways-unpowered-vessel-annual-and-short-term-application	2017-02-15T09:00:05.000+00:00	Updated form for 2017/18
anglian-waterways-unpowered-vessel-annual-and-short-term-application	2016-02-17T15:57:42.000+00:00	The application form to register an unpowered vessel on Anglian waterways has been updated.
anglian-waterways-unpowered-vessel-annual-and-short-term-application	2015-03-30T14:02:33.000+01:00	Forms updated for 2015/16
anglian-waterways-unpowered-vessel-annual-and-short-term-application	2015-02-24T11:34:30.000+00:00	New 2015 version of form.
anglian-waterways-unpowered-vessel-annual-and-short-term-application	2014-02-17T00:00:00.000+00:00	First published.
sites-of-special-scientific-interest-consent-advice-request-form	2016-11-01T00:00:00.000+00:00	Published
rule-224-notice-to-creditors-s216-re-use-of-a-prohibited-name	2017-04-06T00:00:00.000+00:00	Published
tax-on-savings-individual-savings-accounts-annual-statistical-return-subscriptions-isa25-stats	2017-03-31T00:15:38.000+01:00	Question SO6 and box SO11 have been added to the iForm. The boxes have been renumbered.
tax-on-savings-individual-savings-accounts-annual-statistical-return-subscriptions-isa25-stats	2014-08-07T00:00:00.000+01:00	First published.
alcohol-duties-claim-for-alcoholic-ingredients-relief-ex597	2014-04-04T00:00:00.000+00:00	Published
total-transport-pilot-fund	2015-01-14T00:00:00.000+00:00	Published
non-resident-landlords-company-or-trustee-application-to-have-uk-rental-income-without-deduction-of-uk-tax	2015-12-22T00:00:00.000+00:00	Published
international-tax-uk-switzerland-double-taxation-convention-form-switzerland-companyenglish-french	2016-03-31T09:30:05.000+01:00	Phone number and contact details have been updated.
international-tax-uk-switzerland-double-taxation-convention-form-switzerland-companyenglish-french	2010-10-01T00:00:00.000+01:00	First published.
importing-plant-material-record-of-details	2015-10-23T00:00:00.000+00:00	Published
affirmation-affidavit-of-marital-status-vietnam	2016-03-11T00:00:00.000+00:00	Published
excise-movements-internal-accompanying-document-products-subject-to-excise-duty-w8	2014-04-04T00:00:00.000+00:00	Published
induction-guide-for-the-short-break-workforce	2014-01-07T11:23:34.000+00:00	Workbook replaced with an editable Word version.
induction-guide-for-the-short-break-workforce	2012-07-01T01:00:00.000+01:00	First published.
import-and-export-inward-processing-relief-drawback-repayment-claim-ce813	2016-08-11T14:50:12.000+01:00	An online forms service is now available.
import-and-export-inward-processing-relief-drawback-repayment-claim-ce813	2014-04-04T01:00:00.000+01:00	First published.
court-funds-manage-a-protected-beneficiarys-fund	2013-10-01T00:00:00.000+00:00	Published
modify-or-discharge-a-planning-obligation-s106b	2013-10-10T00:00:00.000+00:00	Published
import-and-export-removal-note-c130	2014-04-04T00:00:00.000+00:00	Published
pension-schemes-member-information-for-the-overseas-scheme-manager-apss255	2017-03-08T00:00:00.000+00:00	Published
application-for-identification-numbers-for-new-build-trailers-tes-2	2014-06-26T00:00:00.000+00:00	Published
give-notice-of-appointment-of-liquidator-431	2010-04-06T00:00:00.000+00:00	Published
apply-to-attend-the-motorcycle-instructors-compulsory-basic-training-assessment	2015-05-18T13:01:41.000+01:00	Added a link to 'DVSA data protection statement'.
apply-to-attend-the-motorcycle-instructors-compulsory-basic-training-assessment	2012-10-01T00:00:00.000+01:00	First published.
terminate-the-appointment-of-secretary-of-an-overseas-company-os-tm02	2010-05-03T00:00:00.000+00:00	Published
climate-change-levy-registration-form-ccl1	2016-06-01T15:27:02.000+01:00	An online forms service is now available.
climate-change-levy-registration-form-ccl1	2015-04-08T09:04:59.000+01:00	Welsh version of the form CCL1 has been added to this page.
climate-change-levy-registration-form-ccl1	2014-04-04T01:00:00.000+01:00	First published.
pension-schemes-enhanced-lifetime-allowance-pension-credit-rights-apss-201	2014-09-08T00:00:00.000+00:00	Published
request-for-a-search-of-the-uk-designs-register	2014-04-17T00:00:00.000+00:00	Published
request-to-seek-comments-on-change-of-name-nm06	2010-05-01T00:00:00.000+00:00	Published
virtual-courts-claim-form	2016-11-18T00:15:22.000+00:00	Form updated.
